14.8403949738, 1, 1,
24.3058750629, 3, 0,
33.1639940739, 1, 0,
41.686439991, 3, 1,
50.517717123, 3, 0,
60.55301404, 3, 0,
72.024641037, 5, 0,
80.8684630394, 6, 0,
89.2281141281, 7, 0,
98.3977060318, 8, 0,
106.654317141, 6, 0,
115.734214067, 5, 0,
125.305454969, 5, 0,
134.48703599, 11, 1,
146.679552078, 3, 0,
155.688076019, 3, 0,
163.877469063, 12, 0,
172.772259951, 9, 0,
181.959535122, 5, 0,
191.630375147, 9, 0,
199.822137117, 8, 0,
208.222347975, 7, 0,
217.590897083, 7, 0,
227.060585976, 6, 0,
235.401690006, 6, 0,
243.757997036, 7, 0,
252.565551043, 4, 0,
263.301239967, 9, 0,
272.734306097, 6, 0,
280.873152971, 9, 0,
288.915497065, 6, 0,
299.563722134, 4, 0,
308.471920013, 11, 0,
317.796469927, 5, 0,
325.831934929, 4, 0,
334.178252935, 8, 0,
343.598361015, 7, 0,
352.916182041, 4, 0,
362.437896013, 6, 0,
370.530580997, 9, 2,
380.359972954, 10, 8,
388.449090004, 3, 1,
396.745640039, 8, 2,
405.286385059, 8, 0,
414.256226063, 9, 0,
422.452783108, 10, 0,
432.074511051, 12, 0,
440.675125122, 13, 0,
448.680951118, 10, 0,
456.856771946, 9, 0,
465.970428944, 10, 0,
475.186233997, 5, 0,
484.401840925, 5, 0,
493.886664152, 11, 0,
502.957283974, 4, 0,
511.594610929, 6, 1,
520.442170143, 6, 0,
529.259129047, 6, 0,
537.55064702, 11, 0,
550.658352137, 6, 0,
560.384289026, 8, 0,
569.297455072, 9, 0,
577.382586002, 11, 0,
585.560740948, 11, 0,
593.566173077, 15, 0,
602.117846012, 20, 0,
612.510895014, 9, 0,
620.708442926, 4, 0,
629.815539122, 3, 0,
639.447664976, 16, 0,
648.864411116, 1, 0,
657.367438078, 13, 0,
666.476951122, 15, 0,
675.796658039, 6, 1,
684.085019112, 8, 1,
692.494508028, 4, 0,
701.044871092, 6, 0,
710.557640076, 7, 0,
719.49577713, 8, 0,
727.919654131, 15, 0,
736.522058964, 20, 0,
745.864269018, 19, 0,
753.930222988, 12, 0,
763.936470032, 3, 0,
772.014949083, 6, 0,
780.35145998, 5, 0,
789.771826029, 4, 1,
801.264454126, 5, 0,
809.277075052, 7, 0,
818.140733004, 4, 0,
827.767004967, 5, 0,
839.538907051, 6, 0,
850.60068202, 9, 0,
862.171513081, 4, 0,
873.126976967, 12, 0,
881.795608997, 5, 1,
890.331551075, 4, 0,
898.932932138, 3, 0,
907.434973001, 5, 0,
916.283010006, 6, 0,
925.47062397, 8, 0,
934.006322145, 8, 0,
942.867274046, 4, 0,
951.164580107, 4, 0,
959.863079071, 5, 0,
968.263526917, 8, 0,
978.361046076, 5, 0,
989.60602212, 7, 0,
998.573461056, 9, 0,
1007.17518902, 5, 0,
1015.83276701, 6, 0,
1024.37706494, 7, 0,
1033.28775215, 12, 0,
1044.14251113, 4, 0,
1055.09977603, 5, 0,
1063.49729609, 9, 0,
1072.09728193, 9, 0,
1080.39642906, 6, 1,
1095.25620914, 7, 0,
1103.27282, 8, 0,
1111.73082995, 5, 0,
1122.11033893, 9, 0,
1130.98154402, 4, 0,
1140.09560299, 2, 0,
1154.02199197, 4, 0,
1167.26440907, 4, 0,
1178.333354, 2, 0,
1186.5596931, 3, 0,
1203.79267812, 2, 1,
1213.92796707, 2, 0,
1224.36732101, 3, 0,
1235.74306512, 2, 0,
1244.64866495, 7, 0,
1252.80011511, 6, 0,
1261.03484511, 6, 0,
1269.5735631, 7, 1,
1278.3083601, 5, 0,
1288.27673101, 7, 0,
1300.26579714, 7, 0,
1309.57330704, 6, 0,
1318.89336896, 3, 0,
1327.39142609, 8, 0,
1336.50631404, 6, 0,
1345.33190513, 5, 0,
1358.42314315, 1, 0,
1372.04231811, 4, 0,
1388.83717108, 1, 0,
1396.92050695, 2, 0,
1405.11677313, 4, 0,
1413.41415, 3, 0,
1435.63438702, 5, 0,
1445.97610307, 6, 0,
1455.50028992, 4, 0,
1469.30140305, 3, 0,
1481.42577505, 6, 0,
1489.70262694, 3, 0,
1499.8403461, 3, 0,
1510.29057193, 3, 0,
1520.52778697, 1, 0,
1531.58469605, 6, 0,
1541.16179609, 1, 0,
1552.98658299, 4, 0,
1564.36998701, 3, 0,
1576.54311609, 3, 0,
1588.21591711, 2, 0,
1596.34687114, 8, 0,
1606.03697109, 4, 0,
1621.39158106, 6, 0,
1631.01928115, 4, 0,
1639.21229196, 0, 1,
1650.47615409, 5, 0,
1669.32138896, 0, 0,
1677.41206503, 3, 0,
1686.48003793, 7, 1,
1696.464082, 3, 0,
1708.23397994, 0, 0,
1718.28990102, 1, 0,
1738.95567393, 0, 1,
1753.49727392, 0, 0,
1762.91543603, 2, 0,
1776.84428906, 2, 0,
1790.87466002, 3, 0,
1803.05853701, 0, 1,
1815.238976, 1, 0,
1824.66773796, 6, 0,
1833.57456899, 2, 1,
1843.92256713, 8, 0,
1853.44186902, 5, 0,
1862.24661803, 5, 0,
1871.05682707, 0, 2,
1899.37283397, 3, 0,
1910.26412606, 8, 0,
1930.49520397, 2, 0,
1939.46182108, 4, 0,
1952.15795207, 3, 0,
1963.46778798, 3, 0,
1979.39761806, 3, 1,
1988.24967003, 4, 0,
1998.85437512, 3, 0,
2013.09094214, 2, 0,
2021.69226313, 4, 0,
2031.52438807, 3, 0,
2041.76138997, 5, 0,
2054.1547761, 5, 0,
2064.39402413, 3, 0,
2078.21921611, 5, 0,
2087.74390411, 3, 0,
2097.46964002, 4, 0,
2105.52057314, 4, 0,
2120.31250811, 1, 1,
2129.52199197, 1, 0,
2143.45389414, 2, 0,
2152.66746998, 4, 0,
2161.34860206, 2, 0,
2172.53327012, 5, 0,
2186.242594, 0, 0,
2195.67453313, 2, 1,
2204.07194114, 7, 1,
2215.02899814, 4, 0,
2232.12836909, 3, 0,
2240.73346901, 2, 0,
2250.87114215, 2, 0,
2261.54659104, 4, 1,
2279.5524621, 3, 0,
2287.94309592, 10, 0,
2296.71152997, 7, 0,
2308.11636496, 4, 0,
2319.07448697, 2, 0,
2342.31891203, 3, 0,
2352.66170692, 2, 0,
2362.48966312, 2, 0,
2372.52936292, 5, 0,
2381.75817013, 4, 0,
2390.9784801, 1, 0,
2401.61019301, 1, 0,
2411.75067806, 2, 0,
2424.03877592, 2, 0,
2433.03759813, 3, 0,
2444.59250402, 1, 0,
2452.60505295, 3, 0,
2461.1094501, 3, 0,
2476.20090508, 2, 0,
2486.81735802, 1, 0,
2496.31522512, 3, 0,
2510.01045609, 2, 0,
2518.39914393, 1, 0,
2530.69378114, 2, 0,
2539.69773412, 2, 1,
2549.89246798, 4, 1,
2558.59384108, 1, 0,
2568.01814294, 0, 1,
2576.209131, 2, 0,
2593.61736894, 3, 1,
2604.58121109, 1, 0,
2627.00229192, 2, 1,
2635.10528398, 2, 2,
2644.20856905, 3, 1,
2652.40046906, 4, 0,
2665.639539, 1, 0,
2680.25416112, 2, 0,
2689.326967, 3, 0,
2701.34704399, 3, 0,
2719.47238898, 3, 0,
2731.53105903, 2, 1,
2746.53170204, 2, 0,
2761.96778798, 2, 0,
2780.605165, 1, 0,
2791.87419605, 4, 0,
2806.20791698, 1, 0,
2817.67694807, 4, 2,
2826.17739511, 4, 0,
2839.5948, 4, 0,
2851.786901, 3, 0,
2865.49864292, 3, 1,
2874.20352697, 1, 2,
2885.0648911, 5, 0,
2893.35491014, 2, 0,
2902.03583407, 1, 1,
2911.88893414, 2, 0,
2920.28691411, 2, 2,
2930.29450297, 4, 0,
2941.79121804, 4, 0,
2956.53744102, 5, 0,
2964.93286896, 3, 0,
2976.0947361, 1, 0,
2984.49229193, 4, 0,
2992.68544602, 6, 0,
3000.87606311, 11, 0,
3012.55507803, 6, 0,
3030.98720002, 3, 1,
3052.07896614, 2, 0,
3061.20338392, 3, 0,
3069.48776913, 1, 2,
3078.80666995, 3, 0,
3092.21727204, 3, 0,
3101.64279413, 1, 1,
3117.92629099, 2, 1,
3127.95878601, 1, 0,
3136.47638392, 4, 0,
3147.62489009, 1, 1,
3160.21942401, 3, 1,
3170.654562, 6, 0,
3183.23256111, 1, 1,
3193.91195011, 2, 2,
3203.43527102, 2, 0,
3212.34237003, 2, 0,
3224.03743601, 2, 0,
3235.17750812, 2, 0,
3244.44255996, 3, 0,
3268.2542491, 1, 0,
3278.23732305, 2, 0,
3288.62991595, 2, 0,
3298.11729407, 2, 0,
3306.24584413, 4, 0,
3314.74745512, 5, 0,
3324.90521407, 3, 0,
3335.02485108, 3, 0,
3346.80080295, 1, 1,
3355.06960607, 7, 0,
3364.00588703, 9, 0,
3372.49999714, 8, 0,
3383.15409493, 7, 0,
3395.35131097, 2, 0,
3404.24648309, 1, 1,
3414.79573798, 5, 0,
3423.19180512, 6, 0,
3431.279634, 31, 1,
3439.9839561, 19, 0,
3448.74391603, 3, 0,
3458.06406403, 5, 0,
3467.83985806, 2, 0,
3477.16328406, 2, 0,
3487.42545605, 3, 0,
3496.51345611, 2, 0,
3505.62727499, 1, 0,
3513.86350513, 3, 0,
3522.84902215, 6, 0,
3536.14460993, 4, 0,
3544.23310995, 2, 0,
3552.424752, 6, 0,
3565.43142915, 4, 1,
3576.38663602, 4, 0,
3584.5826211, 3, 0,
3592.77585196, 4, 0,
3603.88247204, 1, 1,
3613.63119912, 8, 0,
3622.73367596, 3, 1,
3631.48234797, 3, 0,
3656.26494694, 2, 1,
3670.09004998, 3, 1,
3681.35893393, 4, 1,
3691.38593006, 5, 0,
3701.734308, 2, 2,
3718.22198796, 0, 1,
3743.512429, 4, 0,
3755.08878493, 1, 0,
3766.44769406, 2, 0,
3775.36230302, 7, 0,
3784.98668408, 2, 0,
3793.58459306, 1, 0,
3810.27890801, 2, 0,
3822.87954593, 1, 0,
3833.93773198, 2, 0,
3843.15117192, 2, 0,
3851.34418392, 3, 0,
3860.00579405, 2, 0,
3869.16357994, 1, 1,
